CompoundID,CompoundName,GeneSymbolOfTargets,TargetOrMechanism,Synonyms,SampleIDs,ChEMBLID,SMILES,InChIKey,DoseUnit,PubChemCID
DPC-003293,HYOSCYAMINE,CHRM1;CHRM2;CHRM3;CHRM4,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K40530731-001-11-6,,,,uM,
DPC-003294,HYPERFORIN,,,,CTRP:660327,,,,uM,
DPC-003295,HYPERICIN,,TYROSINE KINASE INHIBITOR,,BRD:BRD-K29673530-001-05-4,,,,uM,
DPC-003296,HYPERIN,ACE;AKR1B1,ALDOSE REDUCTASE INHIBITOR,,BRD:BRD-A63780829-001-11-4,,,,uM,
DPC-003297,HYPOESTOXIDE,IKBKB;IL1B;TNF,IKK INHIBITOR,,BRD:BRD-A51571244-001-01-9,,,,uM,
DPC-003298,HYPOXANTHINE,PNP,PARP INHIBITOR,,BRD:BRD-K03739921-001-06-8,,,,uM,
DPC-003299,I-BET151,BRD2;BRD3;BRD4,BROMODOMAIN INHIBITOR,,BRD:BRD-K36363294-001-04-2;CTRP:660206,,,,uM,
DPC-003300,I-BZA,,,,BRD:BRD-K14762862-001-01-9,,,,uM,
DPC-003301,I-BZA2,,,,BRD:BRD-K71698503-003-01-6,,,,uM,
DPC-003302,I-CBP-112,CREBBP;EP300,BROMODOMAIN INHIBITOR,,BRD:BRD-K57090026-001-04-9,,,,uM,
DPC-003303,IACS-10759,,MITOCHONDRIAL COMPLEX I INHIBITOR,,BRD:BRD-K00003105-003-01-9,,,,uM,
DPC-003304,IB-MECA,ADORA1;ADORA2A;ADORA2B;ADORA3,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-K31135544-001-07-0,,,,uM,
DPC-003305,IBANDRONATE,FDPS,BONE RESORPTION INHIBITOR,,BRD:BRD-K08681769-323-03-7,,,,uM,
DPC-003306,IBC-293,HCAR3,HYDROXYCARBOXYLIC ACID RECEPTOR AGONIST,,BRD:BRD-K15196155-001-02-3,,,,uM,
DPC-003307,IBERDOMIDE,,CEREBLON MODULATOR,,BRD:BRD-K00003408-001-01-9,,,,uM,
DPC-003308,IBIGLUSTAT,,GLUCOSYLCERAMIDASE INHIBITOR,,BRD:BRD-K14063023-001-02-9,,,,uM,
DPC-003309,IBMX,ADORA1;PDE2A;PDE3B;PDE4D;PDE5A;PDE6G;PDE7A;PDE8A;PDE9A,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K94979336-001-20-0,,,,uM,
DPC-003310,IBOTENIC-ACID,GRIN1,GLUTAMATE RECEPTOR AGONIST,,BRD:BRD-A02971356-001-09-9,,,,uM,
DPC-003311,IBROLIPIM,LPL,LIPOPROTEIN LIPASE ACTIVATOR,,BRD:BRD-K62490786-001-01-1,,,,uM,
DPC-003312,IBUDILAST,IL1B;IL6;PDE3A;PDE4A;PDE4B;PDE4C;PDE4D;PDE5A,"LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR",,BRD:BRD-K16444452-001-09-1,,,,uM,
DPC-003313,IBUPROFEN,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-A17655518-001-24-4,,,,uM,
DPC-003314,IBUPROFEN-(S),ASIC1;BCL2;CFTR;FABP2;PLAT;PPARG;PTGS1;PTGS2;SLC5A8;THBD,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K14965640-001-12-4,,,,uM,
DPC-003315,IBUPROFEN-PICONOL,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-A75224450-001-02-4,,,,uM,
DPC-003316,IBUPROXAM,ALOX5,"CYCLOOXYGENASE INHIBITOR, PROSTAGLANDIN INHIBITOR",,BRD:BRD-A40940854-001-01-1,,,,uM,
DPC-003317,IBUTAMOREN,GHR;GHSR,GROWTH HORMONE SECRETAGOGUE RECEPTOR AGONIST,,BRD:BRD-K44771174-066-01-0,,,,uM,
DPC-003318,IBUTILIDE,CACNA1C;CACNA2D1;CACNB1;CACNG1;KCNH2;KCNH6;KCNH7;KCNJ11;KCNK1;KCNK6,POTASSIUM CHANNEL BLOCKER,,BRD:BRD-A74391928-051-01-3;BRD:BRD-A74391928-051-02-1,,,,uM,
DPC-003319,IC-87114,,,,CTRP:55307;GDSC1:236,,,,uM,
DPC-003320,ICA-069673,KCNQ2;KCNQ3,VOLTAGE-GATED POTASSIUM CHANNEL ACTIVATOR,,BRD:BRD-K59839632-001-02-9,,,,uM,
DPC-003321,ICA-110381,KCNQ2,VOLTAGE-GATED POTASSIUM CHANNEL ACTIVATOR,,BRD:BRD-K71686520-001-02-9,,,,uM,
DPC-003322,ICA-121431,SCN1A;SCN3A,SODIUM CHANNEL BLOCKER,,BRD:BRD-K03149601-001-02-6,,,,uM,
DPC-003323,ICARIIN,PDE5A,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K65639003-001-09-0,,,,uM,
DPC-003324,ICARITIN,PDE5A,PPAR RECEPTOR ANTAGONIST,,BRD:BRD-K24476327-001-01-3,,,,uM,
DPC-003325,ICATIBANT-ACETATE,ANPEP;BDKRB2,BRADYKININ RECEPTOR ANTAGONIST,,BRD:BRD-K63772874-001-02-2,,,,uM,
DPC-003326,ICG-001,CTNNB1,BETA-CATENIN INHIBITOR,,BRD:BRD-K94455792-001-01-8,,,,uM,
DPC-003327,"ICI-118,551",ADRB2;ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K74603273-003-01-1,,,,uM,
DPC-003328,ICI-162846,HRH2,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K11071038-001-01-7,,,,uM,
DPC-003329,ICI-169369,,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-K00004569-001-01-9,,,,uM,
DPC-003330,"ICI-185,282",,THROMBOXANE RECEPTOR ANTAGONIST,,BRD:BRD-K29133151-001-03-2,,,,uM,
DPC-003331,ICI-192605,TBXA2R,THROMBOXANE RECEPTOR ANTAGONIST,,BRD:BRD-K59433843-001-01-7,,,,uM,
DPC-003332,ICI-199441,CYP2D6;OPRD1;OPRK1;OPRM1;UTS2R,OPIOID RECEPTOR AGONIST,,BRD:BRD-K73290745-003-02-6,,,,uM,
DPC-003333,"ICI-215,001",ADRB3,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K52487250-003-01-2,,,,uM,
DPC-003334,ICI-46474,EBP;ESR1;ESR2;GPER1;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCI;PRKCQ;PRKCZ,"ESTROGEN RECEPTOR ANTAGONIST, SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)",KESSAR;NOLVADEX;SOLTAMOX;TAMOXIFEN;ZYNOPLEX,BRD:BRD-K93754473-048-20-2;CTRP:26972;GDSC1:1199;GDSC2:1199,,,,uM,
DPC-003335,ICI-63197,,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K52219182-001-02-4,,,,uM,
DPC-003336,ICI-89406,ADRB1;ADRB2,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A03359064-001-02-3,,,,uM,
DPC-003337,ICL1100013,,,,GDSC1:1266,,,,uM,
DPC-003338,ICLAPRIM,,DIHYDROFOLATE REDUCTASE INHIBITOR,,BRD:BRD-K00003415-001-01-9,,,,uM,
DPC-003339,ICOMUCRET,LTB4R2,MUCIN PRODUCTION ENHANCER,,BRD:BRD-K41234004-001-03-1,,,,uM,
DPC-003340,ICOSAPENT,ACSL3;ACSL4;FADS1;FFAR1;PPARD;PPARG;PTGS1;PTGS2;SLC8A1;TRPV1,PLATELET AGGREGATION INHIBITOR,,BRD:BRD-K47192521-001-05-4,,,,uM,
DPC-003341,ICOTINIB,EGFR,EGFR INHIBITOR,,BRD:BRD-K31698212-001-02-9,,,,uM,
DPC-003342,ICRT-14,CTNNB1;TCF4,"BETA CATENIN INHIBITOR, WNT SIGNALING INHIBITOR",,BRD:BRD-K18634484-001-02-9,,,,uM,
DPC-003343,ID-1101,INS,INSULIN SENSITIZER,,BRD:BRD-K90305467-001-01-3,,,,uM,
DPC-003344,ID-8,,,,BRD:BRD-K39166528-001-01-0,,,,uM,
DPC-003345,IDALOPIRDINE,HTR6,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-K79102359-003-01-6,,,,uM,
DPC-003346,IDARUBICIN,TOP2A;TOP2B,inhibitor of TOP2A and TOP2B; DNA intercalator,4-DEMETHOXYDAUNORUBICIN,BRD:BRD-K69650333-003-13-2;BRD:BRD-K69650333-003-14-0,CHEMBL14253,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,XDXDZDZNSLXDNA-TZNDIEGXSA-N,uM,42890
DPC-003347,IDASANUTLIN,TP53;MDM2;MDM4,inhibitor of TP53/MDM2/4 interaction,RG7388,BRD:BRD-K62627508-001-01-5,CHEMBL14253,CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F,TVTXCJFHQKSQQM-LJQIRTBHSA-N,uM,53358942
DPC-003348,IDAZOXAN,ADRA2A;PTGS2,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A18696154-003-22-6,,,,uM,
DPC-003349,IDAZOXANE,ADRA2A;ADRA2B;ADRA2C,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K70759443-001-01-4,,,,uM,
DPC-003350,IDEBENONE,,CALCIUM CHANNEL MODULATOR,,BRD:BRD-K37516142-001-10-5,,,,uM,
DPC-003351,IDF-11774,,HYPOXIA INDUCIBLE FACTOR INHIBITOR,,BRD:BRD-K00003098-001-01-9,,,,uM,
DPC-003352,IDH-305,,ISOCITRATE DEHYDROGENASE INHIBITOR,,BRD:BRD-K00003457-001-01-9,,,,uM,
DPC-003353,IDO1-IN-5,,,,BRD:BRD-K00091266-001-01-9,,,,uM,
DPC-003354,IDO5L,IDO1,"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",,BRD:BRD-K22356203-001-01-8,,,,uM,
DPC-003355,IDOXURIDINE,,"DNA DIRECTED DNA POLYMERASE INHIBITOR, DNA SYNTHESIS INHIBITOR",,BRD:BRD-K76634210-001-12-1;BRD:BRD-K76634210-001-14-7,,,,uM,
DPC-003356,IDRA-21,GRIA1;GRIA2;GRIA3;GRIA4,GLUTAMATE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,,BRD:BRD-A14344385-001-03-2,,,,uM,
DPC-003357,IDRONOXIL,ENOX2;SPHK1,XIAP INHIBITOR,,BRD:BRD-K74671368-001-01-8,,,,uM,
DPC-003358,IEM1460,GRIA2,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K13829090-303-02-9,,,,uM,
DPC-003359,IEM1754,GRIA1,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K80060353-303-03-9,,,,uM,
DPC-003360,IFENPRODIL,GRIN1;GRIN2B,"ADRENERGIC RECEPTOR ANTAGONIST, GLUTAMATE RECEPTOR ANTAGONIST",,BRD:BRD-A24191444-046-02-1;BRD:BRD-A24191444-046-03-9,,,,uM,
DPC-003361,IFOSFAMIDE,CYP2A6;CYP2B6;CYP2C18;CYP2C19;CYP2C8;CYP2C9;CYP3A4;CYP3A5;CYP3A7;PTGS1,DNA ALKYLATING AGENT,,BRD:BRD-A67097164-001-18-7;CTRP:35319,,,,uM,
DPC-003362,IGMESINE,SIGMAR1,SIGMA RECEPTOR AGONIST,,BRD:BRD-A48376327-003-01-5,,,,uM,
DPC-003363,IGURATIMOD,PTGS2,"CYCLOOXYGENASE INHIBITOR, NFKB PATHWAY INHIBITOR",,BRD:BRD-K15426076-001-01-2,,,,uM,
DPC-003364,IKK-16,IKBKB,IKK INHIBITOR,,BRD:BRD-K14618467-001-04-6,,,,uM,
DPC-003365,IKK-2-INHIBITOR,IKBKB,"IKK INHIBITOR, SYK INHIBITOR",,BRD:BRD-K26373640-001-05-1,,,,uM,
DPC-003366,IKK-2-INHIBITOR-V,IKBKB,"IKK INHIBITOR, NFKB PATHWAY INHIBITOR",,BRD:BRD-K74305673-001-06-2,,,,uM,
DPC-003367,ILAPRAZOLE,,PROTON PUMP INHIBITOR,,BRD:BRD-K00003427-001-01-9,,,,uM,
DPC-003368,ILEPCIMIDE,,ANTICONVULSANT,,BRD:BRD-K43873574-001-01-8,,,,uM,
DPC-003369,ILOMASTAT,ACAN;ADAM28;MMP1;MMP12;MMP13;MMP14;MMP2;MMP3;MMP8;MMP9,MATRIX METALLOPROTEASE INHIBITOR,,BRD:BRD-K51662849-001-05-4;BRD:BRD-K51662849-001-08-8,,,,uM,
DPC-003370,ILOPERIDONE,ADRA1A;ADRA2C;DRD1;DRD2;DRD3;DRD4;HRH1;HTR1A;HTR2A;HTR6;HTR7,"DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",,BRD:BRD-K48722833-001-07-6,,,,uM,
DPC-003371,ILORASERTIB,,,,BRD:BRD-K00077460-001-02-9,,,,uM,
DPC-003372,IM156,,,,BRD:BRD-K00091083-015-01-9,,,,uM,
DPC-003373,IMATINIB,ABL1;PDGFRA;KIT,"inhibitor of ABL1, PDGFRA, and KIT",GLEEVEC;STI-571,BRD:BRD-K92723993-001-06-7;BRD:BRD-K92723993-001-17-4;CTRP:345041;GDSC1:34,CHEMBL14253,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,KTUFNOKKBVMGRW-UHFFFAOYSA-N,uM,5291
DPC-003374,IMAZODAN,,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K96298462-001-08-9,,,,uM,
DPC-003375,IMD-0354,,,,GDSC1:442,,,,uM,
DPC-003376,IMEGLIMIN,,GLUCONEOGENESIS INHIBITOR,,BRD:BRD-K55822903-003-01-8,,,,uM,
DPC-003377,IMETIT,HRH3;HRH4,HISTAMINE RECEPTOR AGONIST,,BRD:BRD-K33183200-303-02-4,,,,uM,
DPC-003378,IMEXON,RRM1;RRM2,"APOPTOSIS STIMULANT, RIBONUCLEOTIDE REDUCTASE INHIBITOR",,BRD:BRD-A78195072-001-06-2,,,,uM,
DPC-003379,IMIDACLOPRID,CHRFAM7A,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K76609936-001-08-4,,,,uM,
DPC-003380,IMIDAFENACIN,CHRM1;CHRM3,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K29626940-001-01-5,,,,uM,
DPC-003381,IMIDAPRIL,ACE,ANGIOTENSIN CONVERTING ENZYME INHIBITOR,,BRD:BRD-K34332569-001-01-3,,,,uM,
DPC-003382,IMIDAZOACRIDINONE,,ANTICANCER AGENT,,BRD:BRD-K00004617-001-01-9,,,,uM,
DPC-003383,IMIDUREA,,OTHER ANTIBIOTIC,,BRD:BRD-K00003682-001-01-9,,,,uM,
DPC-003384,IMILOXAN,ADRA2A;ADRA2B,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A10903566-003-07-7,,,,uM,
DPC-003385,IMIPRAMINE,ADRA1A;ADRA1B;ADRA1D;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD5;HRH1;HTR1A;HTR2A;HTR2C;HTR6;HTR7;KCND2;KCND3;KCNH1;KCNH2;SLC6A2;SLC6A3;SLC6A4,"NOREPINEPHRINE REPUTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",,BRD:BRD-K38436528-003-26-1,,,,uM,
DPC-003386,IMIQUIMOD,TLR7;TLR8,"INTERFERON INDUCER, TOLL-LIKE RECEPTOR AGONIST",,BRD:BRD-K26657438-001-15-2,,,,uM,
DPC-003387,IMIRESTAT,,ALDOSE REDUCTASE INHIBITOR,,BRD:BRD-K00003208-001-01-9,,,,uM,
DPC-003388,IMISOPASEM-MANGANESE,,SUPEROXIDE DISMUTASE MIMETIC,,BRD:BRD-K00003154-001-01-9,,,,uM,
DPC-003389,IMMEPIP,HRH3;HRH4,HISTAMINE RECEPTOR AGONIST,,BRD:BRD-K25906698-303-02-7,,,,uM,
DPC-003390,IMMETHRIDINE,HRH3,HISTAMINE RECEPTOR AGONIST,,BRD:BRD-K49519092-303-03-0,,,,uM,
DPC-003391,IMPENTAMINE,HRH3,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K20049318-303-03-9,,,,uM,
DPC-003392,IMPORTAZOLE,,,,CTRP:46792,,,,uM,
DPC-003393,IMRECOXIB,,,,BRD:BRD-K00074641-001-02-9,,,,uM,
DPC-003394,IMREG-1,,,,BRD:BRD-K00926464-001-01-8,,,,uM,
DPC-003395,INARIGIVIR,,ANTIVIRAL,,BRD:BRD-K00003532-001-01-9,,,,uM,
DPC-003396,INARIGIVIR-SOPROXIL,,ANTIVIRAL,,BRD:BRD-K00004751-001-01-9,,,,uM,
DPC-003397,SCH772984,MAPK1;MAPK3,inhibitor of ERK1 (MAPK3) and ERK2 (MAPK1),CS-1421,BRD:BRD-K00003420-001-01-9;GDSC2:1564,CHEMBL14253,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7,HDAJDNHIBCDLQF-RUZDIDTESA-N,uM,24866313
DPC-003398,INCB-003284,,CC CHEMOKINE RECEPTOR ANTAGONIST,,BRD:BRD-K28059174-334-01-2,,,,uM,
DPC-003399,INCB-057643,,BROMODOMAIN INHIBITOR,,BRD:BRD-K00003102-001-01-9,,,,uM,
DPC-003400,INCB-3284,CCR2,CC CHEMOKINE RECEPTOR ANTAGONIST,,BRD:BRD-K67628093-001-01-9,,,,uM,
DPC-003401,INCYCLINIDE,,MATRIX METALLOPROTEASE INHIBITOR,,BRD:BRD-K00003344-001-01-9,,,,uM,
DPC-003402,INDACATEROL,ADRB1;ADRB2,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K89208535-051-01-5,,,,uM,
DPC-003403,INDALPINE,SLC6A4,SELECTIVE SEROTONIN REUPTAKE INHIBITOR (SSRI),,BRD:BRD-K64973364-001-01-4,,,,uM,
DPC-003404,INDAPAMIDE,CA2;HTR3A;KCNE1;KCNQ1;SLC12A3,THIAZIDE DIURETIC,,BRD:BRD-A95869247-001-26-9,,,,uM,
DPC-003405,INDATRALINE,MAOA;MAOB,NOREPINEPHRINE TRANSPORTER INHIBITOR,,BRD:BRD-K01649396-003-07-1,,,,uM,
DPC-003406,INDEGLITAZAR,NCOA1;PPARA;PPARD;PPARG,PPAR RECEPTOR AGONIST,,BRD:BRD-K00003177-001-01-9,,,,uM,
DPC-003407,INDELOXAZINE,,"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",,BRD:BRD-A59747053-003-01-3,,,,uM,
DPC-003408,INDIBULIN,,TUBULIN POLYMERIZATION INHIBITOR,,BRD:BRD-K74057757-001-01-9,,,,uM,
DPC-003409,INDINAVIR,CYP3A4;CYP3A5;CYP3A7,HIV PROTEASE INHIBITOR,,BRD:BRD-K33226500-001-01-0,,,,uM,
DPC-003410,INDIPLON,GABRA1,BENZODIAZEPINE RECEPTOR AGONIST,,BRD:BRD-K90948141-001-01-4,,,,uM,
DPC-003411,INDIRUBIN,CDK1;CDK5;GSK3A,"CDK INHIBITOR, GLYCOGEN SYNTHASE KINASE INHIBITOR",,BRD:BRD-K17894950-001-14-3,,,,uM,
DPC-003412,INDIRUBIN-3-MONOXIME,CDK1;CDK2;CDK5;CDK5R1;GSK3B,"CDK INHIBITOR, GLYCOGEN SYNTHASE KINASE INHIBITOR",,BRD:BRD-K19136521-001-08-9,,,,uM,
DPC-003413,INDISULAM,CA1;CA12;CA14;CA2;CA6;CA7;CA9,CDK INHIBITOR,,BRD:BRD-K17610631-001-03-3;CTRP:411874,,,,uM,
DPC-003414,INDIUM(III)-ISOPROPOXIDE,,,,BRD:BRD-M08274809-001-01-7,,,,uM,
DPC-003415,INDOBUFEN,PTGS1;PTGS2,"CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR",,BRD:BRD-A16296925-001-01-3,,,,uM,
DPC-003416,INDOCYANINE-GREEN,SLCO1B1,CONTRAST AGENT,,BRD:BRD-K80762071-236-02-5,,,,uM,
DPC-003417,INDOLE-3-CARBINOL,AHR,"ARYL HYDROCARBON RECEPTOR AGONIST, INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",,BRD:BRD-K01815685-001-15-5,,,,uM,
DPC-003418,INDOMETHACIN,GLO1;PLA2G2A;PPARA;PPARG;PTGDR2;PTGR2;PTGS1;PTGS2;SLC46A1,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K57222227-001-30-1,,,,uM,
DPC-003419,INDOPROFEN,CXCR1;CXCR2;PTGS1;PTGS2,"CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",,BRD:BRD-A44090213-001-25-6,,,,uM,
DPC-003420,INDORAMIN,ADRA1A;ADRA1B;ADRA1D;ADRA2B;ADRA2C,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K76953762-001-08-5,,,,uM,
DPC-003421,INDOXACARB,,,,BRD:BRD-K00089583-001-01-9,,,,uM,
DPC-003422,INDOXIMOD,IDO1,"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",,BRD:BRD-K93255255-001-02-1,,,,uM,
DPC-003423,INFIGRATINIB,FGFR1;FGFR2;FGFR3,"inhibitor of FGFR1, FGFR2, and FGFR3",BGJ398;NVP-BGJ398,BRD:BRD-K42728290-001-09-1,CHEMBL14253,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,QADPYRIHXKWUSV-UHFFFAOYSA-N,uM,53235510
DPC-003424,INGENOL,PRKCD;PRKCE,PKC ACTIVATOR,,BRD:BRD-K00003329-001-01-9,,,,uM,
DPC-003425,INGENOL-MEBUTATE,PRKCA;PRKCB;PRKCD;PRKCE;PRKCG,PKC ACTIVATOR,,BRD:BRD-K93779381-001-01-9,,,,uM,
DPC-003426,INH1,NDC80,HEC1 INHIBITOR,,BRD:BRD-K70177501-003-01-4,,,,uM,
DPC-003427,INIMUR,,OTHER ANTIFUNGAL,,BRD:BRD-A71407503-001-01-8,,,,uM,
DPC-003428,INIPARIB,PARP1,PARP INHIBITOR,,BRD:BRD-K11153516-001-05-5,,,,uM,
DPC-003429,INOBRODIB,EP300;CREBBP,inhibitor of p300/CBP (EP300/CREBBP) bromodomain activity,CBP/P300-IN-4;CCS1477,BRD:BRD-K00068629-001-02-9,CHEMBL14253,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=N3)C4CCCC(=O)N4C5=CC(=C(C=C5)F)F)C6CCC(CC6)OC,SKDNDJWEBPQKCS-RIQBOWGZSA-N,uM,134457551
DPC-003430,INOSINE,PARP1;PNP,NEUROTROPHIC AGENT,,BRD:BRD-K79612754-001-19-1;BRD:BRD-K79612754-001-21-7,,,,uM,
DPC-003431,INOSITOL,CDIPT;GBA,INSULIN SENSITIZER,,BRD:BRD-K52618540-001-09-9,,,,uM,
DPC-003432,INOSITOL-HEXANICOTINATE,,,,BRD:BRD-K82800842-001-01-9,,,,uM,
DPC-003433,INT-747,,FXR AGONIST,,BRD:BRD-K30968378-001-01-9,,,,uM,
DPC-003434,INT-767,GPBAR1,FXR AGONIST,,BRD:BRD-K33067152-236-01-1,,,,uM,
DPC-003435,INTEGRIN-ANTAGONIST-1,ITGAV;ITGB6,INTEGRIN ANTAGONIST,,BRD:BRD-K88165431-003-01-4,,,,uM,
DPC-003436,INX-08189,,ANTIVIRAL,,BRD:BRD-K00004752-001-01-9,,,,uM,
DPC-003437,IOBENGUANE,,ANTINEOPLASTIC AGENT,,BRD:BRD-K43860855-065-11-9,,,,uM,
DPC-003438,IOCETAMIC-ACID,,RADIOPAQUE MEDIUM,,BRD:BRD-A37492983-001-10-3,,,,uM,
DPC-003439,IODIPAMIDE,ALB,RADIOPAQUE MEDIUM,,BRD:BRD-K67261995-001-11-7,,,,uM,
DPC-003440,IODIXANOL,,RADIOPAQUE MEDIUM,,BRD:BRD-A08660406-001-05-9,,,,uM,
DPC-003441,IODOANTIPYRINE,,,,BRD:BRD-K69216798-001-01-9,,,,uM,
DPC-003442,IODODEXETIMIDE,,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A46813902-001-01-6,,,,uM,
DPC-003443,IODOPHENPROPIT,HRH3;HRH4,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K51918615-303-02-9,,,,uM,
DPC-003444,IODOQUINOL,,ANTISEPTIC,,BRD:BRD-K75855670-001-14-2,,,,uM,
DPC-003445,IOHEXOL,,RADIOPAQUE MEDIUM,,BRD:BRD-A60217728-001-11-2,,,,uM,
DPC-003446,IOMAZENIL,,,,BRD:BRD-K00075696-001-02-9,,,,uM,
DPC-003447,IOPAMIDOL,,RADIOPAQUE MEDIUM,,BRD:BRD-K75868704-001-05-3,,,,uM,
DPC-003448,IOPANIC-ACID,,THYROID HORMONE INHIBITOR,,BRD:BRD-A42628519-001-12-4,,,,uM,
DPC-003449,IOPODIC-ACID,,,,BRD:BRD-K51956333-001-03-8,,,,uM,
DPC-003450,IOVERSOL,,RADIOPAQUE MEDIUM,,BRD:BRD-A65818372-001-05-3,,,,uM,
DPC-003451,IOWH032,CFTR,CFTR CHANNEL ANTAGONIST,,BRD:BRD-K84892605-001-01-1,,,,uM,
DPC-003452,IOX1,EGLN1;KDM3A;KDM4C;KDM6B,HISTONE DEMETHYLASE INHIBITOR,,BRD:BRD-K70751730-001-10-4,,,,uM,
DPC-003453,IOXAGLIC-ACID,,RADIOPAQUE MEDIUM,,BRD:BRD-K79124250-001-08-9,,,,uM,
DPC-003454,IOXILAN,,RADIOPAQUE MEDIUM,,BRD:BRD-A09370961-001-01-0,,,,uM,
DPC-003455,IPA 3,,,IPA-3,GDSC1:176,,,,uM,
DPC-003456,IPAG,,,,BRD:BRD-K82421491-001-02-6,,,,uM,
DPC-003457,IPATASERTIB,AKT1;AKT2;AKT3,"inhibitor of AKT1, AKT2, and AKT3",GDC 0068;GDC-0068;GDC0068;RG7440,BRD:BRD-K71480163-001-01-4;GDSC2:1924,CHEMBL14253,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O,GRZXWCHAXNAUHY-NSISKUIASA-N,uM,24788740
DPC-003458,IPI549,,PI3K INHIBITOR,,BRD:BRD-K00003385-001-01-9,,,,uM,
DPC-003459,IPIDACRINE,ACHE,ACETYLCHOLINESTERASE INHIBITOR,,BRD:BRD-K66896231-001-08-1,,,,uM,
DPC-003460,IPR-456,,,,CTRP:660084,,,,uM,
DPC-003461,IPRAGLIFLOZIN-L-PROLINE,SLC5A2,SODIUM/GLUCOSE COTRANSPORTER INHIBITOR,,BRD:BRD-K51247865-001-01-2,,,,uM,
DPC-003462,IPRATROPIUM,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A47449001-004-13-7,,,,uM,
DPC-003463,IPRIFLAVONE,,BONE RESORPTION INHIBITOR,,BRD:BRD-K93618743-001-21-0,,,,uM,
DPC-003464,IPRONIAZID,MAOA;MAOB,MONOAMINE OXIDASE INHIBITOR,,BRD:BRD-K88568253-011-19-9,,,,uM,
